customer_id,first_name,last_name,email,phone,signup_date,first_campaign_id,acquisition_channel,total_purchases,total_spent,avg_order_value,last_purchase_date,days_since_last_purchase,customer_segment,loyalty_member,loyalty_points,favorite_product_category,preferred_contact_method,age_range,location,purchase_frequency_days,lifetime_value,churn_risk_score,satisfaction_score,referrals_made,responded_to_campaigns,clicked_campaigns,converted_campaigns,email_open_rate,email_click_rate,sms_response_rate,social_shares,video_completion_rate,app_downloads,store_visits,phone_calls,repeat_purchase_rate,preferred_time,preferred_day,seasonal_preference,weather_preference,device_type,social_media_follower,newsletter_subscriber,push_notifications_enabled
163,Amanda,Walker,amanda.walker476@email.com,555-7533,2024-06-08,10,Multi-Channel,7,179.27,25.61,2025-06-12,148,App Users,True,248,Pastries,Push,35-44,All Locations,27,326.57,0.41,4.3,4,16,11,6,81.7,53.0,66.4,24,70.6,1,44,18,63.9,Morning,Monday,All,Mild,Desktop,False,True,False
164,Michelle,Evans,michelle.evans694@email.com,555-3947,2024-11-22,18,Instagram,12,264.36,22.03,2025-07-01,129,Loyal,True,1313,Cappuccino,Email,18-24,All Locations,7,573.74,0.13,4.8,2,6,4,1,86.4,46.6,80.5,29,87.0,0,33,3,75.5,Morning,Monday,All,Mild,Mobile,True,False,True
165,Jeffrey,Richardson,jeffrey.richardson945@email.com,555-5528,2024-07-28,23,LinkedIn,3,64.95,21.65,2025-06-24,136,Corporate,False,198,Latte,Push,18-24,Business Dist,34,89.12,0.58,3.9,1,18,9,4,66.8,38.3,82.2,23,71.9,0,9,10,50.0,Afternoon,Friday,Spring,Cloudy,Tablet,False,False,False
166,Lisa,Graham,lisa.graham457@email.com,555-1307,2024-05-17,5,Instagram,22,582.78,26.49,2025-02-28,252,Loyal,True,1201,Pastries,Push,45-54,Downtown,11,1118.04,0.08,4.7,4,18,9,4,35.0,24.4,77.2,42,70.0,0,22,5,42.2,All Day,Tuesday,Summer,Hot,Tablet,False,True,True
167,Kathleen,Perez,kathleen.perez664@email.com,555-4327,2025-04-11,18,Instagram,7,173.11,24.73,2025-03-27,225,Eco,False,467,Cappuccino,SMS,18-24,Suburban,24,408.93,0.41,4.6,7,15,7,3,54.4,27.3,70.8,47,85.0,0,21,1,38.4,Morning,Saturday,All,Cloudy,Desktop,True,True,False
168,Brian,Hughes,brian.hughes684@email.com,555-9570,2024-06-26,22,Facebook,7,170.94,24.42,2025-10-14,24,Local,False,119,Cappuccino,SMS,18-24,Suburban,17,410.53,0.21,4.1,3,8,6,1,36.2,26.3,88.6,44,82.3,1,48,14,32.7,Morning,Wednesday,Summer,Hot,Tablet,True,True,False
169,Eric,Wood,eric.wood559@email.com,555-3250,2024-11-13,7,Instagram,6,173.58,28.93,2025-03-27,225,Local,True,272,Cappuccino,Email,25-34,Downtown,25,340.93,0.22,4.2,7,5,2,0,40.3,28.0,63.2,34,72.5,1,34,20,26.7,All Day,Thursday,Fall,Sunny,Desktop,True,True,True
170,Brittany,Jenkins,brittany.jenkins709@email.com,555-1616,2024-02-06,6,Multi-Channel,5,86.75,17.35,2025-09-19,49,Local,True,296,Merchandise,Social,55-64,All Locations,24,167.97,0.3,4.0,2,9,4,1,90.7,66.3,72.2,30,73.1,0,40,8,33.4,Afternoon,Thursday,Fall,Rainy,Mobile,True,True,False
171,Jerry,Richardson,jerry.richardson45@email.com,555-2710,2025-08-16,18,Facebook,3,88.29,29.43,2025-05-24,167,Students,False,60,Seasonal Items,SMS,35-44,Suburban,30,177.57,0.58,3.8,7,16,13,5,87.7,46.7,67.7,26,73.8,0,21,5,22.5,Morning,Wednesday,Fall,Sunny,Mobile,True,True,True
172,Mark,Harris,mark.harris469@email.com,555-4181,2023-12-31,12,SMS,11,189.42,17.22,2025-04-06,215,Families,False,169,Latte,Social,25-34,University,16,352.06,0.26,4.5,3,20,16,5,84.9,53.3,71.7,33,62.3,0,11,0,71.1,All Day,Tuesday,All,Cloudy,Tablet,False,True,False
173,Robert,Campbell,robert.campbell445@email.com,555-4643,2024-02-11,5,Instagram,4,94.04,23.51,2025-09-17,51,Eco,False,134,Pastries,Push,25-34,Downtown,16,166.75,0.5,4.5,1,16,14,4,53.5,29.6,83.5,37,69.4,0,26,10,49.9,All Day,Sunday,Summer,Mild,Tablet,True,True,False
174,Nancy,Park,nancy.park466@email.com,555-8598,2025-05-20,23,TikTok,8,181.6,22.7,2025-02-08,272,Students,False,18,Cold Brew,Social,45-54,University,35,386.61,0.56,4.2,5,5,3,1,38.5,30.3,90.0,3,87.3,0,40,9,35.7,All Day,Friday,All,Any,Mobile,True,True,False
175,Angela,Price,angela.price722@email.com,555-2097,2024-03-13,23,Google Ads,8,259.36,32.42,2025-07-14,116,Students,False,148,Subscription,Social,35-44,All Locations,22,555.92,0.59,4.3,4,14,9,4,87.7,57.5,71.5,7,72.9,0,45,2,23.2,Brunch,Wednesday,Summer,Sunny,Desktop,False,False,False
176,Ashley,Wilson,ashley.wilson83@email.com,555-7400,2025-04-08,10,Email,2,50.82,25.41,2025-06-09,151,New,True,52,Seasonal Items,SMS,45-54,University,28,104.32,0.33,4.1,5,5,2,1,91.8,47.3,89.2,47,70.1,0,37,18,65.3,Brunch,Thursday,Summer,Rainy,Mobile,False,True,False
177,Tyler,Gonzalez,tyler.gonzalez233@email.com,555-8933,2024-09-23,10,Instagram,8,233.92,29.24,2025-08-09,90,Students,False,41,Latte,SMS,25-34,Downtown,24,384.17,0.56,3.9,2,11,7,2,40.1,23.0,84.7,46,89.3,0,8,12,75.2,Morning,Wednesday,All,Cloudy,Desktop,False,True,True
178,Kathleen,Martin,kathleen.martin971@email.com,555-8504,2024-11-15,5,Instagram,12,340.08,28.34,2025-03-25,227,App Users,True,687,Subscription,Email,45-54,Downtown,25,768.41,0.39,4.2,3,3,1,0,61.8,32.6,84.3,9,72.1,0,40,2,78.3,Afternoon,Saturday,All,Sunny,Desktop,True,True,True
179,Lisa,Young,lisa.young503@email.com,555-6206,2024-01-30,20,Instagram,10,152.4,15.24,2025-06-02,158,Health,True,481,Pastries,Email,25-34,Business Dist,19,261.2,0.41,4.3,4,16,12,5,85.1,57.8,70.1,26,79.2,0,48,12,16.2,Brunch,Sunday,Spring,Rainy,Mobile,False,False,False
180,Betty,Long,betty.long937@email.com,555-5478,2024-08-10,6,Multi-Channel,6,95.04,15.84,2025-01-11,300,Local,False,602,Iced Coffee,Push,55-64,Business Dist,21,217.78,0.26,4.3,4,12,10,6,64.2,48.4,93.1,41,68.7,1,42,6,18.4,Afternoon,Monday,Summer,Cloudy,Desktop,False,True,False
181,James,Peterson,james.peterson994@email.com,555-2093,2024-02-03,24,LinkedIn,11,247.06,22.46,2025-10-29,9,Local,True,222,Iced Coffee,SMS,55-64,Downtown,28,538.48,0.46,4.4,4,14,7,2,39.2,25.0,74.7,6,70.7,1,50,5,63.5,Afternoon,Wednesday,Spring,Mild,Mobile,False,False,True
182,Betty,Myers,betty.myers172@email.com,555-9908,2024-11-12,11,SMS,7,106.82,15.26,2025-04-30,191,Corporate,False,73,Pastries,Push,35-44,Suburban,53,205.29,0.53,4.2,1,9,7,3,80.6,59.7,88.5,31,88.6,1,20,19,11.2,Morning,Tuesday,Fall,Cold,Mobile,False,True,True
183,Karen,Turner,karen.turner708@email.com,555-6940,2025-05-19,15,LinkedIn,7,224.98,32.14,2025-07-13,117,Students,False,32,Iced Coffee,SMS,25-34,Suburban,15,330.91,0.66,3.9,0,18,14,4,81.0,56.7,63.8,39,75.4,1,38,20,10.7,Morning,Thursday,Summer,Sunny,Mobile,False,True,False
184,Nicole,Jackson,nicole.jackson943@email.com,555-4365,2024-02-15,7,Facebook,4,87.84,21.96,2025-02-23,257,Health,True,693,Merchandise,SMS,55-64,All Locations,17,131.12,0.24,4.5,1,19,11,4,42.7,34.0,69.9,26,76.1,0,38,12,57.1,Morning,Monday,All,Any,Mobile,True,False,False
185,Jason,Allen,jason.allen855@email.com,555-6813,2024-09-15,14,Google Ads,7,120.47,17.21,2025-05-06,185,App Users,True,577,Iced Coffee,Email,18-24,University,28,176.26,0.23,4.7,1,12,9,5,48.6,30.2,79.3,17,72.8,0,22,13,57.0,Brunch,Monday,Spring,Rainy,Desktop,False,False,False
186,Lisa,Rivera,lisa.rivera536@email.com,555-2392,2025-06-08,5,TikTok,5,134.5,26.9,2025-09-05,63,Eco,True,305,Cappuccino,Push,45-54,University,20,334.74,0.22,4.7,4,15,9,5,63.5,43.1,75.9,2,89.6,1,33,16,26.2,All Day,Friday,Winter,Any,Tablet,True,True,True
187,Matthew,Park,matthew.park102@email.com,555-1865,2025-07-31,16,Instagram,9,271.8,30.2,2025-02-13,267,Students,False,24,Pastries,Push,25-34,University,34,568.96,0.64,3.9,0,13,10,5,68.0,53.4,71.0,44,72.2,1,25,10,12.5,Brunch,Thursday,All,Rainy,Tablet,False,True,False
188,Brittany,Price,brittany.price676@email.com,555-5965,2025-04-23,16,TikTok,7,197.4,28.2,2025-01-18,293,Students,False,125,Pastries,Push,55-64,Suburban,27,418.97,0.57,3.9,0,15,11,4,50.9,39.1,71.3,23,69.6,0,48,2,63.6,All Day,Monday,Spring,Rainy,Desktop,True,True,False
189,Sharon,Evans,sharon.evans390@email.com,555-2594,2024-07-27,12,LinkedIn,9,241.65,26.85,2025-10-04,34,Eco,False,419,Iced Coffee,Email,35-44,Suburban,16,578.14,0.4,4.2,6,16,11,7,51.0,36.1,94.0,13,89.6,0,7,12,24.4,Morning,Friday,Winter,Sunny,Desktop,False,True,True
190,Ronald,Gray,ronald.gray831@email.com,555-6563,2025-04-21,20,SMS,10,192.8,19.28,2025-06-07,153,Health,True,648,Merchandise,Push,25-34,All Locations,21,311.99,0.35,4.6,5,13,7,3,87.3,59.7,74.1,28,72.8,0,20,3,47.8,Morning,Saturday,All,Sunny,Tablet,True,False,False
191,Joshua,Bell,joshua.bell412@email.com,555-5116,2024-01-08,17,Multi-Channel,6,149.88,24.98,2025-03-12,240,App Users,True,690,Iced Coffee,Push,55-64,Downtown,15,313.69,0.39,4.4,6,10,5,2,60.4,43.2,78.0,28,89.0,1,18,20,21.2,All Day,Tuesday,Winter,Hot,Mobile,False,True,True
192,Eric,Henderson,eric.henderson242@email.com,555-7649,2025-02-06,4,Facebook,6,208.98,34.83,2025-10-19,19,Families,False,386,Cappuccino,SMS,35-44,Suburban,17,377.51,0.45,4.4,1,8,6,1,47.7,31.1,85.3,15,61.7,0,27,2,37.8,Morning,Wednesday,Winter,Mild,Tablet,False,False,False
193,Laura,Harris,laura.harris242@email.com,555-2833,2024-03-03,24,Email,12,365.52,30.46,2025-01-11,300,App Users,False,225,Seasonal Items,SMS,45-54,Suburban,23,612.65,0.35,4.1,1,17,11,7,67.4,50.5,62.0,23,81.0,1,18,4,35.4,Afternoon,Monday,Fall,Cloudy,Desktop,False,False,False
194,Raymond,Sanchez,raymond.sanchez842@email.com,555-6049,2025-09-17,21,Instagram,17,562.02,33.06,2025-02-06,274,Loyal,True,1143,Cappuccino,Push,45-54,Downtown,11,1192.77,0.16,4.7,6,12,7,4,78.8,52.4,94.6,6,78.9,1,32,5,38.9,Brunch,Wednesday,Winter,Sunny,Mobile,True,True,True
195,Susan,Alexander,susan.alexander433@email.com,555-2644,2025-04-27,23,SMS,5,120.35,24.07,2025-10-11,27,App Users,False,434,Latte,Push,25-34,Downtown,26,160.41,0.33,4.5,2,5,2,0,47.1,36.2,83.0,43,83.0,1,9,4,58.1,Brunch,Tuesday,Winter,Rainy,Tablet,False,True,False
196,Thomas,Mitchell,thomas.mitchell204@email.com,555-2382,2024-08-10,12,Facebook,10,272.4,27.24,2025-09-22,46,Eco,False,762,Pastries,SMS,35-44,Suburban,22,428.88,0.21,4.0,6,11,6,4,53.7,38.8,66.0,23,60.4,0,33,6,76.2,Morning,Thursday,All,Hot,Tablet,False,False,False
197,Mary,Mitchell,mary.mitchell765@email.com,555-9096,2024-09-12,5,TikTok,15,279.15,18.61,2025-10-23,15,Families,True,314,Iced Coffee,Social,25-34,All Locations,17,628.35,0.5,4.4,3,17,9,4,94.7,60.8,79.0,20,71.9,0,17,15,49.0,Brunch,Tuesday,Winter,Cold,Tablet,False,False,False
198,Amanda,Parker,amanda.parker954@email.com,555-4847,2024-06-13,12,Instagram,18,511.74,28.43,2025-01-24,287,Loyal,True,1208,Cold Brew,SMS,35-44,Suburban,15,746.47,0.17,4.7,0,5,3,1,74.0,42.8,65.0,34,65.2,0,28,10,71.4,All Day,Thursday,Winter,Hot,Mobile,True,True,False
199,Helen,Ford,helen.ford949@email.com,555-5321,2024-04-27,11,TikTok,8,128.48,16.06,2025-07-12,118,Students,False,112,Latte,Email,45-54,University,30,189.94,0.67,3.9,2,18,9,3,77.5,50.0,74.5,41,88.4,0,35,7,68.4,Afternoon,Saturday,Spring,Hot,Mobile,True,True,True
200,Joshua,Ramirez,joshua.ramirez843@email.com,555-5469,2024-03-11,22,Google Ads,4,67.56,16.89,2025-06-14,146,Local,True,793,Espresso,Push,35-44,All Locations,20,114.47,0.32,4.1,4,5,3,1,61.3,35.2,66.6,22,73.8,0,29,0,61.2,Morning,Sunday,Winter,Cloudy,Mobile,True,True,True
201,Gregory,Bennett,gregory.bennett133@email.com,555-4463,2025-08-20,21,SMS,4,80.4,20.1,2025-04-16,205,Health,True,508,Espresso,Email,25-34,Suburban,17,127.68,0.36,4.4,2,7,3,1,60.9,45.2,72.7,3,80.7,0,33,8,41.2,Brunch,Sunday,Spring,Rainy,Tablet,False,False,True
202,Paul,Howard,paul.howard275@email.com,555-7931,2025-07-08,25,TikTok,6,206.82,34.47,2025-08-19,80,Health,False,449,Pastries,Email,35-44,Business Dist,28,436.75,0.39,4.1,0,7,5,2,49.9,31.4,86.5,25,76.5,0,30,12,49.8,Brunch,Monday,Spring,Rainy,Mobile,True,False,False
203,Lisa,Collins,lisa.collins261@email.com,555-2339,2024-05-11,1,Email,6,127.68,21.28,2025-03-21,231,Foodies,True,404,Merchandise,Social,35-44,Suburban,20,276.93,0.45,4.0,6,11,9,3,66.1,45.7,81.9,34,70.9,0,30,7,70.8,Afternoon,Tuesday,Summer,Mild,Tablet,True,True,True
204,Joshua,Coleman,joshua.coleman744@email.com,555-8974,2024-12-02,20,LinkedIn,8,231.36,28.92,2025-10-24,14,Eco,True,116,Cappuccino,Push,25-34,Suburban,17,353.02,0.24,4.0,1,12,9,3,42.3,30.9,86.6,17,73.1,1,31,14,41.5,Brunch,Sunday,All,Cloudy,Mobile,True,True,False
205,Robert,King,robert.king302@email.com,555-7418,2025-08-17,11,Instagram,4,99.0,24.75,2025-03-02,250,New,False,9,Cappuccino,Email,55-64,Downtown,33,186.45,0.55,4.4,6,11,9,4,63.4,41.1,67.1,12,70.4,1,31,8,26.2,Brunch,Friday,Winter,Cold,Mobile,True,True,False
206,Kimberly,Ross,kimberly.ross931@email.com,555-6556,2024-01-31,23,Multi-Channel,7,216.44,30.92,2025-08-16,83,Students,False,92,Merchandise,SMS,35-44,Downtown,27,489.09,0.74,4.4,3,18,9,4,48.5,31.8,94.8,7,63.2,0,23,10,22.2,Brunch,Tuesday,Fall,Cloudy,Mobile,True,True,False
207,Carol,Williams,carol.williams827@email.com,555-2043,2024-10-28,14,Email,7,212.73,30.39,2025-01-25,286,Local,True,463,Iced Coffee,SMS,55-64,All Locations,18,473.14,0.37,4.3,0,6,5,3,55.3,38.0,81.3,29,63.1,1,24,9,30.4,Morning,Saturday,Summer,Hot,Desktop,True,True,True
208,Sandra,Ford,sandra.ford519@email.com,555-9165,2025-06-29,5,LinkedIn,6,119.46,19.91,2025-05-16,175,Health,True,106,Iced Coffee,SMS,18-24,University,18,271.29,0.45,4.3,6,10,5,3,70.3,40.9,74.8,5,73.1,0,34,11,76.1,Evening,Saturday,Spring,Rainy,Tablet,False,True,False
209,Sandra,Martin,sandra.martin789@email.com,555-1162,2024-04-27,3,Email,9,271.62,30.18,2025-08-21,78,Health,True,502,Merchandise,Email,55-64,University,27,568.29,0.49,4.1,7,13,11,3,51.8,34.1,79.2,42,81.0,1,42,18,23.8,Brunch,Thursday,All,Any,Desktop,True,False,False
210,Linda,Davis,linda.davis38@email.com,555-9805,2024-10-31,13,Facebook,12,261.72,21.81,2025-10-26,12,App Users,True,633,Cold Brew,Social,25-34,University,24,539.88,0.26,4.4,1,14,8,4,48.8,25.5,92.5,7,72.0,1,16,18,49.6,Brunch,Friday,Summer,Mild,Mobile,False,True,True
211,Sharon,Washington,sharon.washington547@email.com,555-4831,2024-10-15,10,SMS,6,159.9,26.65,2025-05-06,185,Local,True,628,Pastries,Email,25-34,Business Dist,27,365.76,0.36,4.2,6,7,4,1,57.2,37.6,75.3,13,75.6,0,29,18,76.3,Brunch,Monday,Summer,Sunny,Desktop,False,False,False
212,Gregory,Bell,gregory.bell844@email.com,555-3668,2025-05-14,17,Facebook,11,317.79,28.89,2025-10-21,17,Foodies,False,220,Latte,Social,18-24,All Locations,19,586.81,0.49,4.4,5,12,6,2,48.2,28.2,84.4,23,62.4,0,32,0,64.9,Brunch,Monday,Summer,Rainy,Tablet,False,True,False
213,Andrew,Garcia,andrew.garcia960@email.com,555-5999,2024-12-22,7,Facebook,4,98.48,24.62,2025-03-20,232,Foodies,True,527,Subscription,Push,45-54,All Locations,18,164.62,0.36,4.0,5,17,13,7,39.3,22.9,64.2,41,86.1,1,26,8,13.2,Afternoon,Sunday,Fall,Cold,Tablet,True,False,False
214,Scott,Rivera,scott.rivera754@email.com,555-5544,2023-12-17,3,Facebook,28,527.8,18.85,2025-01-15,296,Loyal,True,574,Cold Brew,SMS,45-54,All Locations,11,1078.0,0.16,4.6,5,11,8,3,72.9,43.4,84.7,40,73.3,0,2,20,22.6,Morning,Monday,All,Cloudy,Mobile,False,False,True
215,David,Watson,david.watson325@email.com,555-7258,2025-01-18,3,Email,5,105.7,21.14,2025-08-12,87,New,True,39,Cold Brew,Social,25-34,Downtown,25,189.07,0.39,4.1,0,7,4,1,48.7,32.2,94.1,24,87.0,0,49,11,76.5,Morning,Wednesday,Spring,Sunny,Desktop,True,True,True
216,Mary,Lee,mary.lee326@email.com,555-8615,2024-03-21,14,Email,4,104.32,26.08,2025-09-16,52,Foodies,True,375,Cappuccino,SMS,35-44,All Locations,28,209.0,0.39,4.6,6,19,11,7,89.3,48.4,73.1,38,83.5,0,40,7,78.0,Brunch,Thursday,Summer,Any,Tablet,False,True,True
217,Sarah,Lee,sarah.lee956@email.com,555-8900,2025-01-02,20,SMS,9,268.02,29.78,2025-06-06,154,Eco,True,265,Espresso,Push,18-24,Suburban,21,529.53,0.38,4.4,4,19,16,6,86.6,49.3,81.3,1,70.3,1,21,1,42.2,All Day,Wednesday,Spring,Cloudy,Tablet,False,True,True
218,Betty,Parker,betty.parker17@email.com,555-3190,2023-12-17,1,Multi-Channel,10,302.5,30.25,2025-09-28,40,Loyal,True,1401,Gift Cards,Email,45-54,Downtown,9,588.59,0.13,4.9,5,14,9,5,83.7,66.6,68.4,3,82.4,0,46,3,29.7,Evening,Sunday,Spring,Any,Tablet,True,True,True
219,Rebecca,Collins,rebecca.collins197@email.com,555-2474,2024-01-19,21,SMS,9,261.72,29.08,2025-11-03,4,Families,False,563,Cappuccino,Push,18-24,University,21,530.57,0.49,4.2,1,9,6,3,39.3,27.8,65.5,50,77.0,0,37,7,71.7,All Day,Friday,Spring,Cloudy,Tablet,True,False,True
220,Gregory,Carter,gregory.carter197@email.com,555-1378,2023-11-14,18,SMS,11,352.88,32.08,2025-04-12,209,App Users,False,153,Iced Coffee,Email,55-64,Business Dist,15,595.52,0.48,4.4,5,10,5,3,66.9,39.8,79.3,21,66.6,0,28,7,23.8,Brunch,Wednesday,All,Any,Mobile,True,False,True
221,Susan,Turner,susan.turner65@email.com,555-2584,2025-09-10,16,TikTok,28,553.56,19.77,2025-10-10,28,Loyal,True,1369,Subscription,SMS,18-24,All Locations,12,946.01,0.22,4.6,1,6,3,0,49.3,35.1,61.2,15,83.4,0,20,14,40.2,All Day,Thursday,Summer,Mild,Desktop,True,True,False
222,Jason,Butler,jason.butler58@email.com,555-1855,2024-12-11,13,TikTok,5,113.4,22.68,2025-09-16,52,New,True,116,Subscription,Email,45-54,All Locations,33,255.63,0.37,4.4,4,3,2,0,82.4,46.0,79.3,8,79.1,1,29,9,19.6,Evening,Friday,Fall,Sunny,Mobile,False,True,False
223,Ryan,Lee,ryan.lee131@email.com,555-6106,2024-02-18,14,LinkedIn,6,162.42,27.07,2025-11-02,5,Corporate,False,158,Gift Cards,SMS,18-24,Suburban,64,267.88,0.73,4.0,1,16,10,6,75.1,39.0,82.4,50,62.3,0,30,5,33.2,All Day,Sunday,All,Any,Mobile,False,True,False
224,Nancy,Bennett,nancy.bennett987@email.com,555-6499,2024-01-17,10,TikTok,6,116.34,19.39,2025-07-15,115,Health,True,607,Cappuccino,Push,55-64,Suburban,18,151.76,0.34,4.6,1,15,8,2,47.9,29.8,63.3,36,70.9,0,31,12,54.2,Afternoon,Thursday,Winter,Any,Tablet,False,True,True
225,Jerry,Stewart,jerry.stewart45@email.com,555-1486,2025-03-19,7,SMS,6,119.52,19.92,2025-08-08,91,Students,False,141,Iced Coffee,Email,18-24,Suburban,23,183.49,0.65,4.0,6,12,8,3,57.3,31.6,94.7,13,84.0,0,9,6,47.3,Brunch,Saturday,Summer,Rainy,Mobile,True,True,True
226,Stephanie,Sanchez,stephanie.sanchez326@email.com,555-8037,2023-12-27,8,Instagram,7,216.37,30.91,2025-02-19,261,Local,True,744,Merchandise,Push,25-34,Downtown,24,507.91,0.44,4.2,7,19,12,7,42.9,28.4,92.0,4,71.2,0,31,15,43.2,Brunch,Sunday,All,Sunny,Mobile,True,True,False
227,Nancy,Cook,nancy.cook654@email.com,555-1599,2025-03-10,8,Google Ads,7,126.98,18.14,2025-06-29,131,Foodies,True,685,Gift Cards,Email,25-34,Downtown,27,293.44,0.27,4.3,7,4,2,1,60.6,38.8,76.2,48,79.0,0,2,16,28.6,Evening,Thursday,All,Rainy,Mobile,False,True,False
228,Kevin,Collins,kevin.collins924@email.com,555-2350,2024-12-11,17,Email,3,57.03,19.01,2025-05-22,169,Corporate,False,279,Iced Coffee,Social,35-44,Suburban,36,87.6,0.54,4.1,0,12,7,3,91.1,56.9,64.1,25,84.7,0,15,9,62.4,All Day,Tuesday,All,Rainy,Mobile,False,False,True
229,Kimberly,Scott,kimberly.scott529@email.com,555-8679,2024-06-23,11,Email,7,168.0,24.0,2025-04-29,192,Health,True,549,Latte,SMS,35-44,Downtown,28,330.98,0.43,4.5,0,16,10,6,69.3,39.0,86.7,35,69.0,1,22,3,65.9,Brunch,Sunday,Winter,Rainy,Mobile,True,True,True
230,Jose,Wood,jose.wood888@email.com,555-7404,2024-09-13,7,TikTok,5,164.45,32.89,2025-09-14,54,New,False,163,Gift Cards,SMS,18-24,All Locations,32,232.19,0.36,4.1,0,15,9,3,63.4,39.7,83.1,13,75.9,0,24,13,37.4,Brunch,Monday,Fall,Cloudy,Mobile,False,False,True
231,Stephanie,White,stephanie.white550@email.com,555-7855,2024-06-06,24,Email,7,171.5,24.5,2025-06-01,159,Eco,False,780,Merchandise,SMS,55-64,Business Dist,19,347.19,0.46,4.2,7,5,4,2,82.1,63.3,68.6,37,65.8,0,19,20,74.3,Evening,Tuesday,Summer,Cloudy,Desktop,False,True,True
232,Karen,Gonzales,karen.gonzales863@email.com,555-5873,2024-09-03,20,Facebook,7,232.54,33.22,2025-01-19,292,Eco,True,493,Espresso,Push,18-24,Suburban,20,353.49,0.47,4.5,7,5,3,1,83.4,56.3,89.1,13,83.3,1,5,16,63.7,Afternoon,Wednesday,All,Rainy,Tablet,False,False,True
233,Thomas,Morgan,thomas.morgan462@email.com,555-3700,2025-01-23,7,Instagram,4,87.48,21.87,2025-07-30,100,Foodies,True,490,Seasonal Items,Email,18-24,University,17,155.65,0.39,4.5,4,17,11,3,67.9,38.9,77.4,14,64.2,0,12,9,47.4,Morning,Saturday,Fall,Rainy,Tablet,True,True,True
234,Lisa,Walker,lisa.walker80@email.com,555-1183,2023-11-15,9,Facebook,9,173.88,19.32,2025-02-12,268,Foodies,False,645,Espresso,Push,35-44,Business Dist,20,371.42,0.27,4.0,1,9,7,3,46.4,32.9,85.1,21,70.5,0,22,2,25.4,Morning,Friday,Summer,Sunny,Desktop,True,True,True
235,Nicole,Washington,nicole.washington172@email.com,555-3736,2025-08-24,14,Email,9,156.78,17.42,2025-05-08,183,Health,True,538,Subscription,SMS,18-24,Business Dist,21,244.03,0.39,4.7,1,10,5,3,40.8,30.9,82.7,49,88.7,1,32,3,59.9,Evening,Monday,Spring,Cloudy,Desktop,True,True,False
236,Karen,Walker,karen.walker258@email.com,555-2552,2024-02-02,11,TikTok,8,276.48,34.56,2025-10-03,35,Students,False,81,Subscription,Email,55-64,All Locations,20,580.51,0.62,4.4,3,10,7,4,35.8,18.1,77.8,9,63.7,0,22,11,30.8,Brunch,Thursday,All,Mild,Tablet,False,True,True
237,Justin,Morris,justin.morris210@email.com,555-1621,2025-02-07,24,Multi-Channel,6,185.04,30.84,2025-06-12,148,Health,True,633,Cold Brew,SMS,35-44,University,23,332.68,0.3,4.6,2,10,8,4,60.9,44.4,67.8,50,75.6,0,44,19,76.8,Afternoon,Tuesday,All,Sunny,Tablet,False,False,True
238,Amanda,Long,amanda.long145@email.com,555-4345,2025-06-02,3,Facebook,12,254.76,21.23,2025-07-04,126,Local,False,578,Seasonal Items,SMS,55-64,Suburban,21,551.81,0.27,4.1,2,9,5,3,60.4,37.1,62.8,38,71.9,0,48,7,20.9,Evening,Wednesday,All,Hot,Tablet,False,True,False
239,Brian,Rodriguez,brian.rodriguez781@email.com,555-7249,2024-07-28,3,SMS,12,253.44,21.12,2025-01-23,288,Local,True,574,Merchandise,Push,18-24,University,19,415.61,0.37,4.1,6,9,4,2,63.0,31.6,69.6,0,71.2,1,20,7,51.2,Afternoon,Saturday,Spring,Cloudy,Mobile,False,True,False
240,Betty,Williams,betty.williams944@email.com,555-3039,2024-09-09,19,Facebook,12,350.16,29.18,2025-05-02,189,Families,False,360,Cold Brew,Push,45-54,Suburban,18,722.02,0.44,4.7,7,3,2,1,78.7,47.7,89.2,17,79.4,0,43,4,18.2,Afternoon,Thursday,Summer,Any,Desktop,True,True,True
241,Chris,Patterson,chris.patterson729@email.com,555-7297,2024-08-27,23,Email,7,175.07,25.01,2025-04-25,196,App Users,False,409,Merchandise,Social,45-54,Downtown,28,339.61,0.25,4.3,4,7,4,1,75.4,54.7,94.3,47,64.4,0,8,13,46.7,Morning,Saturday,All,Any,Desktop,True,True,False
242,Frank,Mitchell,frank.mitchell751@email.com,555-8060,2025-04-17,6,LinkedIn,5,120.05,24.01,2025-08-03,96,Students,False,28,Cappuccino,Email,25-34,Suburban,21,273.38,0.57,4.2,5,6,5,1,52.6,32.3,68.5,9,63.1,0,44,15,14.3,Evening,Sunday,Spring,Hot,Tablet,True,False,True
243,Cynthia,Johnson,cynthia.johnson682@email.com,555-1685,2025-07-01,7,Instagram,12,283.08,23.59,2025-05-15,176,Eco,True,718,Subscription,SMS,35-44,Business Dist,23,493.96,0.48,4.3,0,6,3,1,94.0,71.1,74.1,8,87.8,0,49,11,41.6,Brunch,Friday,Summer,Rainy,Desktop,True,False,False
244,Eric,Flores,eric.flores891@email.com,555-8785,2024-04-29,14,Google Ads,30,1031.7,34.39,2025-03-24,228,Loyal,True,493,Cappuccino,Push,45-54,All Locations,12,2252.18,0.05,4.7,2,6,4,1,40.9,32.1,79.3,34,67.7,0,20,17,79.1,Morning,Wednesday,Spring,Hot,Tablet,True,True,False
