customer_id,first_name,last_name,email,phone,signup_date,first_campaign_id,acquisition_channel,total_purchases,total_spent,avg_order_value,last_purchase_date,days_since_last_purchase,customer_segment,loyalty_member,loyalty_points,favorite_product_category,preferred_contact_method,age_range,location,purchase_frequency_days,lifetime_value,churn_risk_score,satisfaction_score,referrals_made,responded_to_campaigns,clicked_campaigns,converted_campaigns,email_open_rate,email_click_rate,sms_response_rate,social_shares,video_completion_rate,app_downloads,store_visits,phone_calls,repeat_purchase_rate,preferred_time,preferred_day,seasonal_preference,weather_preference,device_type,social_media_follower,newsletter_subscriber,push_notifications_enabled
161,Scott,Brown,scott.brown701@email.com,555-9834,2024-02-23,10,Instagram,22,4505.6,204.8,2025-06-09,289,Health,True,583,Iced Coffee,SMS,18-24,All Locations,14,14820.88,1.22,4.18,0,18,13,6,60.68,28.34,24.91,19,30.09,4,14,7,73.33,Evening,Saturday,All,Rainy,Mobile,False,True,True
162,Lisa,White,lisa.white631@email.com,555-5603,2024-12-31,9,Instagram,27,2291.49,84.87,2025-07-09,18,New,False,404,Pastries,SMS,55-64,Downtown,13,5824.51,2.61,3.61,2,18,14,6,18.44,3.99,34.22,5,63.68,2,10,5,90.0,Evening,Monday,Fall,Cold,Mobile,True,False,False
163,Amanda,Walker,amanda.walker476@email.com,555-7533,2024-06-08,10,Multi-Channel,3,182.43,60.81,2025-06-12,220,App Users,True,107,Pastries,Push,35-44,All Locations,91,387.11,1.93,4.67,4,16,11,6,73.17,21.07,47.13,7,39.15,3,14,6,10.0,Morning,Monday,All,Mild,Desktop,False,True,False
164,Michelle,Evans,michelle.evans694@email.com,555-3947,2024-11-22,18,Instagram,1,192.64,192.64,2025-07-01,313,Loyal,True,164,Cappuccino,Email,18-24,All Locations,182,435.87,2.76,2.94,2,6,4,1,14.65,6.68,7.88,0,54.15,0,8,5,5.0,Morning,Monday,All,Mild,Mobile,True,False,True
165,Jeffrey,Richardson,jeffrey.richardson945@email.com,555-5528,2024-07-28,23,LinkedIn,3,616.71,205.57,2025-06-24,244,Corporate,False,259,Latte,Push,18-24,Business Dist,61,2083.71,1.7,4.23,1,18,9,4,47.38,18.15,42.11,16,25.76,4,6,5,10.0,Afternoon,Friday,Spring,Cloudy,Tablet,False,False,False
166,Lisa,Graham,lisa.graham457@email.com,555-1307,2024-05-17,5,Instagram,5,1239.1,247.82,2025-02-28,352,Loyal,True,160,Pastries,Push,45-54,Downtown,52,1923.96,1.41,4.6,4,18,9,4,19.95,2.49,18.16,16,52.17,4,12,2,16.67,All Day,Tuesday,Summer,Hot,Tablet,False,True,True
167,Kathleen,Perez,kathleen.perez664@email.com,555-4327,2025-04-11,18,Instagram,15,1723.5,114.9,2025-03-27,304,Eco,False,231,Cappuccino,SMS,18-24,Suburban,23,4392.04,0.75,4.86,7,15,7,3,10.82,1.72,24.98,14,41.45,3,1,7,50.0,Morning,Saturday,All,Cloudy,Desktop,True,True,False
168,Brian,Hughes,brian.hughes684@email.com,555-9570,2024-06-26,22,Facebook,14,1477.84,105.56,2025-10-14,298,Local,False,323,Cappuccino,SMS,18-24,Suburban,21,3492.94,2.11,4.21,3,8,6,1,39.54,4.08,5.99,6,77.57,0,7,6,46.67,Morning,Wednesday,Summer,Hot,Tablet,True,True,False
169,Eric,Wood,eric.wood559@email.com,555-3250,2024-11-13,7,Instagram,3,595.71,198.57,2025-03-27,283,Local,True,87,Cappuccino,Email,25-34,Downtown,91,1552.63,2.2,3.74,7,5,2,0,30.65,10.8,18.55,18,23.99,0,6,6,10.0,All Day,Thursday,Fall,Sunny,Desktop,True,True,True
170,Brittany,Jenkins,brittany.jenkins709@email.com,555-1616,2024-02-06,6,Multi-Channel,1,98.38,98.38,2025-09-19,74,Local,True,206,Merchandise,Social,55-64,All Locations,73,122.15,2.17,4.04,2,9,4,1,44.02,12.28,27.62,2,49.3,3,7,5,5.0,Afternoon,Thursday,Fall,Rainy,Mobile,True,True,False
171,Jerry,Richardson,jerry.richardson45@email.com,555-2710,2025-08-16,18,Facebook,5,1170.35,234.07,2025-05-24,110,Students,False,197,Seasonal Items,SMS,35-44,Suburban,46,3752.01,0.89,4.67,7,16,13,5,50.4,7.75,7.53,10,52.09,1,11,4,16.67,Morning,Wednesday,Fall,Sunny,Mobile,True,True,True
172,Mark,Harris,mark.harris469@email.com,555-4181,2023-12-31,12,SMS,26,5653.18,217.43,2025-04-06,180,Families,False,678,Latte,Social,25-34,University,14,18903.51,1.85,3.93,3,20,16,5,13.06,6.31,27.1,19,70.75,4,2,9,86.67,All Day,Tuesday,All,Cloudy,Tablet,False,True,False
173,Robert,Campbell,robert.campbell445@email.com,555-4643,2024-02-11,5,Instagram,23,2729.41,118.67,2025-09-17,32,Eco,False,312,Pastries,Push,25-34,Downtown,14,6823.0,3.78,2.58,1,16,14,4,18.61,5.8,46.72,18,60.2,4,6,7,76.67,All Day,Sunday,Summer,Mild,Tablet,True,True,False
174,Nancy,Park,nancy.park466@email.com,555-8598,2025-05-20,23,TikTok,14,2697.8,192.7,2025-02-08,234,Students,False,314,Cold Brew,Social,45-54,University,24,7560.04,0.98,4.83,5,5,3,1,49.1,9.66,9.74,8,66.7,2,9,4,46.67,All Day,Friday,All,Any,Mobile,True,True,False
175,Angela,Price,angela.price722@email.com,555-2097,2024-03-13,23,Google Ads,7,1354.78,193.54,2025-07-14,282,Students,False,196,Subscription,Social,35-44,All Locations,41,4500.24,2.64,4.22,4,14,9,4,34.02,10.21,39.4,9,74.39,3,12,8,23.33,Brunch,Wednesday,Summer,Sunny,Desktop,False,False,False
176,Ashley,Wilson,ashley.wilson83@email.com,555-7400,2025-04-08,10,Email,27,1180.44,43.72,2025-06-09,25,New,True,210,Seasonal Items,SMS,45-54,University,13,3336.69,1.61,4.19,5,5,2,1,61.04,22.7,23.44,1,80.35,2,8,8,90.0,Brunch,Thursday,Summer,Rainy,Mobile,False,True,False
177,Tyler,Gonzalez,tyler.gonzalez233@email.com,555-8933,2024-09-23,10,Instagram,9,2048.31,227.59,2025-08-09,331,Students,False,319,Latte,SMS,25-34,Downtown,30,3176.6,3.07,3.04,2,11,7,2,55.66,7.26,34.48,0,41.97,2,2,0,30.0,Morning,Wednesday,All,Cloudy,Desktop,False,True,True
178,Kathleen,Martin,kathleen.martin971@email.com,555-8504,2024-11-15,5,Instagram,15,2043.15,136.21,2025-03-25,279,App Users,True,389,Subscription,Email,45-54,Downtown,19,5159.9,2.32,4.15,3,3,1,0,69.19,14.52,16.71,15,57.66,0,13,5,50.0,Afternoon,Saturday,All,Sunny,Desktop,True,True,True
179,Lisa,Young,lisa.young503@email.com,555-6206,2024-01-30,20,Instagram,15,3151.35,210.09,2025-06-02,226,Health,True,381,Pastries,Email,25-34,Business Dist,19,8179.15,1.81,3.48,4,16,12,5,58.47,24.72,12.18,17,78.81,4,9,6,50.0,Brunch,Sunday,Spring,Rainy,Mobile,False,False,False
180,Betty,Long,betty.long937@email.com,555-5478,2024-08-10,6,Multi-Channel,26,2433.86,93.61,2025-01-11,57,Local,False,298,Iced Coffee,Push,55-64,Business Dist,12,5294.86,0.99,4.13,4,12,10,6,40.1,11.38,12.22,16,89.26,2,5,2,86.67,Afternoon,Monday,Summer,Cloudy,Desktop,False,True,False
181,James,Peterson,james.peterson994@email.com,555-2093,2024-02-03,24,LinkedIn,10,2259.7,225.97,2025-10-29,180,Local,True,265,Iced Coffee,SMS,55-64,Downtown,33,6539.17,2.47,2.77,4,14,7,2,57.11,18.2,8.17,5,82.27,0,1,6,33.33,Afternoon,Wednesday,Spring,Mild,Mobile,False,False,True
182,Betty,Myers,betty.myers172@email.com,555-9908,2024-11-12,11,SMS,28,3066.56,109.52,2025-04-30,232,Corporate,False,404,Pastries,Push,35-44,Suburban,12,10270.04,2.49,4.14,1,9,7,3,29.28,8.0,13.35,13,46.0,3,1,6,93.33,Morning,Tuesday,Fall,Cold,Mobile,False,True,True
183,Karen,Turner,karen.turner708@email.com,555-6940,2025-05-19,15,LinkedIn,13,292.37,22.49,2025-07-13,343,Students,False,68,Iced Coffee,SMS,25-34,Suburban,26,973.24,0.72,5.0,0,18,14,4,31.44,3.7,34.89,14,33.66,2,4,1,43.33,Morning,Thursday,Summer,Sunny,Mobile,False,True,False
184,Nicole,Jackson,nicole.jackson943@email.com,555-4365,2024-02-15,7,Facebook,19,4336.56,228.24,2025-02-23,287,Health,True,524,Merchandise,SMS,55-64,All Locations,16,9700.58,4.66,2.62,1,19,11,4,65.23,10.85,44.68,13,54.26,4,4,6,63.33,Morning,Monday,All,Any,Mobile,True,False,False
185,Jason,Allen,jason.allen855@email.com,555-6813,2024-09-15,14,Google Ads,7,287.0,41.0,2025-05-06,64,App Users,True,61,Iced Coffee,Email,18-24,University,36,419.15,0.78,4.94,1,12,9,5,41.25,11.48,41.64,2,71.91,2,12,0,23.33,Brunch,Monday,Spring,Rainy,Desktop,False,False,False
186,Lisa,Rivera,lisa.rivera536@email.com,555-2392,2025-06-08,5,TikTok,17,1588.48,93.44,2025-09-05,232,Eco,True,164,Cappuccino,Push,45-54,University,17,5504.3,2.57,3.52,4,15,9,5,65.89,12.1,35.83,18,54.48,3,6,4,56.67,All Day,Friday,Winter,Any,Tablet,True,True,True
187,Matthew,Park,matthew.park102@email.com,555-1865,2025-07-31,16,Instagram,20,4770.2,238.51,2025-02-13,289,Students,False,623,Pastries,Push,25-34,University,16,14928.18,2.09,4.68,0,13,10,5,67.57,8.11,9.97,11,53.82,2,11,8,66.67,Brunch,Thursday,All,Rainy,Tablet,False,True,False
188,Brittany,Price,brittany.price676@email.com,555-5965,2025-04-23,16,TikTok,29,6920.56,238.64,2025-01-18,213,Students,False,771,Pastries,Push,55-64,Suburban,12,10288.96,2.54,4.46,0,15,11,4,70.03,30.64,18.01,1,78.68,4,1,6,95.0,All Day,Monday,Spring,Rainy,Desktop,True,True,False
189,Sharon,Evans,sharon.evans390@email.com,555-2594,2024-07-27,12,LinkedIn,4,607.56,151.89,2025-10-04,258,Eco,False,228,Iced Coffee,Email,35-44,Suburban,52,2015.85,3.11,3.92,6,16,11,7,74.16,36.52,18.94,2,45.3,0,10,6,13.33,Morning,Friday,Winter,Sunny,Desktop,False,True,True
190,Ronald,Gray,ronald.gray831@email.com,555-6563,2025-04-21,20,SMS,5,826.6,165.32,2025-06-07,18,Health,True,174,Merchandise,Push,25-34,All Locations,61,2645.75,2.25,4.35,5,13,7,3,40.17,16.76,16.25,17,80.19,4,13,1,16.67,Morning,Saturday,All,Sunny,Tablet,True,False,False
191,Joshua,Bell,joshua.bell412@email.com,555-5116,2024-01-08,17,Multi-Channel,23,2832.22,123.14,2025-03-12,175,App Users,True,379,Iced Coffee,Push,55-64,Downtown,15,6778.43,1.81,4.7,6,10,5,2,32.32,14.27,28.18,0,48.48,0,12,7,76.67,All Day,Tuesday,Winter,Hot,Mobile,False,True,True
192,Eric,Henderson,eric.henderson242@email.com,555-7649,2025-02-06,4,Facebook,7,612.08,87.44,2025-10-19,229,Families,False,119,Cappuccino,SMS,35-44,Suburban,46,1566.88,2.79,3.51,1,8,6,1,50.75,9.99,29.1,19,42.98,1,6,2,23.33,Morning,Wednesday,Winter,Mild,Tablet,False,False,False
193,Laura,Harris,laura.harris242@email.com,555-2833,2024-03-03,24,Email,13,1242.67,95.59,2025-01-11,226,App Users,False,182,Seasonal Items,SMS,45-54,Suburban,23,2631.61,3.07,3.32,1,17,11,7,35.98,17.42,21.06,5,51.78,4,4,7,43.33,Afternoon,Monday,Fall,Cloudy,Desktop,False,False,False
194,Raymond,Sanchez,raymond.sanchez842@email.com,555-6049,2025-09-17,21,Instagram,15,2620.2,174.68,2025-02-06,84,Loyal,True,309,Cappuccino,Push,45-54,Downtown,23,3474.26,1.55,4.17,6,12,7,4,52.08,9.31,20.92,4,73.37,4,13,2,50.0,Brunch,Wednesday,Winter,Sunny,Mobile,True,True,True
195,Susan,Alexander,susan.alexander433@email.com,555-2644,2025-04-27,23,SMS,11,2123.55,193.05,2025-10-11,291,App Users,False,380,Latte,Push,25-34,Downtown,30,4185.42,1.07,4.52,2,5,2,0,59.39,28.54,42.29,0,28.82,3,5,9,36.67,Brunch,Tuesday,Winter,Rainy,Tablet,False,True,False
196,Thomas,Mitchell,thomas.mitchell204@email.com,555-2382,2024-08-10,12,Facebook,29,5859.74,202.06,2025-09-22,246,Eco,False,598,Pastries,SMS,35-44,Suburban,12,17852.07,1.59,4.41,6,11,6,4,58.19,28.97,40.52,18,33.75,2,7,6,95.0,Morning,Thursday,All,Hot,Tablet,False,False,False
197,Mary,Mitchell,mary.mitchell765@email.com,555-9096,2024-09-12,5,TikTok,4,806.44,201.61,2025-10-23,110,Families,True,187,Iced Coffee,Social,25-34,All Locations,61,976.32,1.42,4.49,3,17,9,4,36.22,13.93,18.85,0,86.6,0,9,1,13.33,Brunch,Tuesday,Winter,Cold,Tablet,False,False,False
198,Amanda,Parker,amanda.parker954@email.com,555-4847,2024-06-13,12,Instagram,13,532.74,40.98,2025-01-24,254,Loyal,True,97,Cold Brew,SMS,35-44,Suburban,23,1047.93,2.18,3.59,0,5,3,1,21.68,10.68,46.12,15,32.28,0,12,3,43.33,All Day,Thursday,Winter,Hot,Mobile,True,True,False
199,Helen,Ford,helen.ford949@email.com,555-5321,2024-04-27,11,TikTok,7,936.04,133.72,2025-07-12,88,Students,False,182,Latte,Email,45-54,University,36,1980.46,1.81,4.54,2,18,9,3,40.14,13.16,47.88,11,59.74,3,13,5,23.33,Afternoon,Saturday,Spring,Hot,Mobile,True,True,True
200,Joshua,Ramirez,joshua.ramirez843@email.com,555-5469,2024-03-11,22,Google Ads,27,897.48,33.24,2025-06-14,72,Local,True,270,Espresso,Push,35-44,All Locations,12,2186.27,3.68,2.8,4,5,3,1,19.98,4.07,19.7,7,60.55,3,11,8,90.0,Morning,Sunday,Winter,Cloudy,Mobile,True,True,True
201,Gregory,Bennett,gregory.bennett133@email.com,555-4463,2025-08-20,21,SMS,19,2781.41,146.39,2025-04-16,30,Health,True,447,Espresso,Email,25-34,Suburban,17,9222.23,2.18,3.86,2,7,3,1,72.31,19.87,20.95,15,54.27,2,3,4,63.33,Brunch,Sunday,Spring,Rainy,Tablet,False,False,True
202,Paul,Howard,paul.howard275@email.com,555-7931,2025-07-08,25,TikTok,22,2674.1,121.55,2025-08-19,172,Health,False,366,Pastries,Email,35-44,Business Dist,15,5339.1,4.23,2.51,0,7,5,2,34.21,11.54,27.75,0,65.13,2,12,8,73.33,Brunch,Monday,Spring,Rainy,Mobile,True,False,False
203,Lisa,Collins,lisa.collins261@email.com,555-2339,2024-05-11,1,Email,28,6276.76,224.17,2025-03-21,309,Foodies,True,818,Merchandise,Social,35-44,Suburban,12,12540.92,2.12,3.31,6,11,9,3,20.81,2.69,47.35,3,36.09,4,6,4,93.33,Afternoon,Tuesday,Summer,Mild,Tablet,True,True,True
204,Joshua,Coleman,joshua.coleman744@email.com,555-8974,2024-12-02,20,LinkedIn,2,201.42,100.71,2025-10-24,343,Eco,True,174,Cappuccino,Push,25-34,Suburban,91,583.36,2.48,3.42,1,12,9,3,11.78,4.11,44.43,9,58.69,1,5,9,6.67,Brunch,Sunday,All,Cloudy,Mobile,True,True,False
205,Robert,King,robert.king302@email.com,555-7418,2025-08-17,11,Instagram,10,469.3,46.93,2025-03-02,177,New,False,212,Cappuccino,Email,55-64,Downtown,30,1051.28,2.15,3.49,6,11,9,4,55.21,27.19,9.62,10,46.05,2,9,7,33.33,Brunch,Friday,Winter,Cold,Mobile,True,True,False
206,Kimberly,Ross,kimberly.ross931@email.com,555-6556,2024-01-31,23,Multi-Channel,13,687.57,52.89,2025-08-16,139,Students,False,256,Merchandise,SMS,35-44,Downtown,23,1180.28,0.83,4.24,3,18,9,4,54.58,9.61,22.67,16,66.32,3,1,0,43.33,Brunch,Tuesday,Fall,Cloudy,Mobile,True,True,False
207,Carol,Williams,carol.williams827@email.com,555-2043,2024-10-28,14,Email,25,4878.75,195.15,2025-01-25,194,Local,True,494,Iced Coffee,SMS,55-64,All Locations,13,10931.38,2.49,3.47,0,6,5,3,33.84,14.11,29.9,6,29.89,2,14,6,83.33,Morning,Saturday,Summer,Hot,Desktop,True,True,True
208,Sandra,Ford,sandra.ford519@email.com,555-9165,2025-06-29,5,LinkedIn,21,3405.99,162.19,2025-05-16,186,Health,True,473,Iced Coffee,SMS,18-24,University,17,5190.63,2.32,3.62,6,10,5,3,15.02,6.96,27.64,11,59.96,0,7,3,70.0,Evening,Saturday,Spring,Rainy,Tablet,False,True,False
209,Sandra,Martin,sandra.martin789@email.com,555-1162,2024-04-27,3,Email,6,259.56,43.26,2025-08-21,218,Health,True,70,Merchandise,Email,55-64,University,52,416.77,3.67,3.09,7,13,11,3,38.67,18.46,13.72,6,32.97,1,9,4,20.0,Brunch,Thursday,All,Any,Desktop,True,False,False
210,Linda,Davis,linda.davis38@email.com,555-9805,2024-10-31,13,Facebook,28,1101.52,39.34,2025-10-26,164,App Users,True,167,Cold Brew,Social,25-34,University,12,2584.44,2.89,3.43,1,14,8,4,31.79,15.39,43.65,11,39.51,4,8,5,93.33,Brunch,Friday,Summer,Mild,Mobile,False,True,True
211,Sharon,Washington,sharon.washington547@email.com,555-4831,2024-10-15,10,SMS,28,5074.16,181.22,2025-05-06,161,Local,True,537,Pastries,Email,25-34,Business Dist,12,10978.09,2.42,3.07,6,7,4,1,57.4,17.71,35.46,14,35.31,0,4,4,93.33,Brunch,Monday,Summer,Sunny,Desktop,False,False,False
212,Gregory,Bell,gregory.bell844@email.com,555-3668,2025-05-14,17,Facebook,12,440.88,36.74,2025-10-21,13,Foodies,False,66,Latte,Social,18-24,All Locations,26,1456.73,4.25,2.68,5,12,6,2,52.4,25.72,42.71,1,32.8,0,9,0,40.0,Brunch,Monday,Summer,Rainy,Tablet,False,True,False
213,Andrew,Garcia,andrew.garcia960@email.com,555-5999,2024-12-22,7,Facebook,12,2508.36,209.03,2025-03-20,296,Foodies,True,420,Subscription,Push,45-54,All Locations,24,5100.77,2.6,4.01,5,17,13,7,35.52,14.31,43.64,13,77.8,1,3,8,40.0,Afternoon,Sunday,Fall,Cold,Tablet,True,False,False
214,Scott,Rivera,scott.rivera754@email.com,555-5544,2023-12-17,3,Facebook,20,3648.8,182.44,2025-01-15,89,Loyal,True,502,Cold Brew,SMS,45-54,All Locations,17,9251.0,2.12,4.17,5,11,8,3,25.25,4.16,38.68,12,40.0,4,5,1,66.67,Morning,Monday,All,Cloudy,Mobile,False,False,True
215,David,Watson,david.watson325@email.com,555-7258,2025-01-18,3,Email,11,425.81,38.71,2025-08-12,324,New,True,202,Cold Brew,Social,25-34,Downtown,24,1130.19,1.84,4.05,0,7,4,1,79.16,23.02,24.76,3,84.9,3,7,8,36.67,Morning,Wednesday,Spring,Sunny,Desktop,True,True,True
216,Mary,Lee,mary.lee326@email.com,555-8615,2024-03-21,14,Email,26,1027.26,39.51,2025-09-16,42,Foodies,True,209,Cappuccino,SMS,35-44,All Locations,13,1263.65,1.86,3.66,6,19,11,7,41.78,16.18,32.47,13,87.89,4,10,9,86.67,Brunch,Thursday,Summer,Any,Tablet,False,True,True
217,Sarah,Lee,sarah.lee956@email.com,555-8900,2025-01-02,20,SMS,23,5679.39,246.93,2025-06-06,210,Eco,True,748,Espresso,Push,18-24,Suburban,15,15482.79,2.36,3.45,4,19,16,6,58.18,11.57,12.22,13,59.99,2,14,1,76.67,All Day,Wednesday,Spring,Cloudy,Tablet,False,True,True
218,Betty,Parker,betty.parker17@email.com,555-3190,2023-12-17,1,Multi-Channel,28,2970.24,106.08,2025-09-28,229,Loyal,True,454,Gift Cards,Email,45-54,Downtown,13,4780.55,1.88,4.66,5,14,9,5,19.84,7.07,35.31,15,30.01,0,2,8,93.33,Evening,Sunday,Spring,Any,Tablet,True,True,True
219,Rebecca,Collins,rebecca.collins197@email.com,555-2474,2024-01-19,21,SMS,25,2631.25,105.25,2025-11-03,350,Families,False,301,Cappuccino,Push,18-24,University,13,8973.78,3.14,3.8,1,9,6,3,43.99,16.13,13.07,6,46.22,2,9,5,83.33,All Day,Friday,Spring,Cloudy,Tablet,True,False,True
220,Gregory,Carter,gregory.carter197@email.com,555-1378,2023-11-14,18,SMS,7,1448.58,206.94,2025-04-12,275,App Users,False,303,Iced Coffee,Email,55-64,Business Dist,41,2233.6,3.07,3.7,5,10,5,3,11.93,1.97,36.23,18,75.84,3,10,8,23.33,Brunch,Wednesday,All,Any,Mobile,True,False,True
221,Susan,Turner,susan.turner65@email.com,555-2584,2025-09-10,16,TikTok,1,237.87,237.87,2025-10-10,279,Loyal,True,105,Subscription,SMS,18-24,All Locations,182,512.29,3.2,2.56,1,6,3,0,45.38,14.8,15.33,1,45.72,2,10,5,5.0,All Day,Thursday,Summer,Mild,Desktop,True,True,False
222,Jason,Butler,jason.butler58@email.com,555-1855,2024-12-11,13,TikTok,1,246.78,246.78,2025-09-16,251,New,True,124,Subscription,Email,45-54,All Locations,122,344.58,2.09,3.35,4,3,2,0,77.48,31.66,10.29,9,26.09,4,0,5,5.0,Evening,Friday,Fall,Sunny,Mobile,False,True,False
223,Ryan,Lee,ryan.lee131@email.com,555-6106,2024-02-18,14,LinkedIn,25,4832.0,193.28,2025-11-02,310,Corporate,False,484,Gift Cards,SMS,18-24,Suburban,13,16877.26,2.62,3.45,1,16,10,6,36.89,11.05,12.44,17,58.97,2,3,1,83.33,All Day,Sunday,All,Any,Mobile,False,True,False
224,Nancy,Bennett,nancy.bennett987@email.com,555-6499,2024-01-17,10,TikTok,27,2876.58,106.54,2025-07-15,208,Health,True,364,Cappuccino,Push,55-64,Suburban,12,6774.49,1.62,3.5,1,15,8,2,12.73,1.33,5.09,16,79.16,3,14,7,90.0,Afternoon,Thursday,Winter,Any,Tablet,False,True,True
225,Jerry,Stewart,jerry.stewart45@email.com,555-1486,2025-03-19,7,SMS,25,980.25,39.21,2025-08-08,321,Students,False,109,Iced Coffee,Email,18-24,Suburban,14,2518.64,2.21,3.95,6,12,8,3,12.17,1.26,37.34,4,75.71,3,3,2,83.33,Brunch,Saturday,Summer,Rainy,Mobile,True,True,True
226,Stephanie,Sanchez,stephanie.sanchez326@email.com,555-8037,2023-12-27,8,Instagram,20,3974.8,198.74,2025-02-19,140,Local,True,435,Merchandise,Push,25-34,Downtown,16,5382.98,2.1,3.83,7,19,12,7,37.16,9.02,37.96,11,32.26,3,0,6,66.67,Brunch,Sunday,All,Sunny,Mobile,True,True,False
227,Nancy,Cook,nancy.cook654@email.com,555-1599,2025-03-10,8,Google Ads,13,1929.59,148.43,2025-06-29,280,Foodies,True,386,Gift Cards,Email,25-34,Downtown,21,5643.88,1.75,4.02,7,4,2,1,21.2,9.97,28.17,5,67.09,4,8,4,43.33,Evening,Thursday,All,Rainy,Mobile,False,True,False
228,Kevin,Collins,kevin.collins924@email.com,555-2350,2024-12-11,17,Email,9,1058.13,117.57,2025-05-22,34,Corporate,False,118,Iced Coffee,Social,35-44,Suburban,28,1780.6,0.79,4.41,0,12,7,3,11.63,2.23,12.26,8,35.44,3,2,2,30.0,All Day,Tuesday,All,Rainy,Mobile,False,False,True
229,Kimberly,Scott,kimberly.scott529@email.com,555-8679,2024-06-23,11,Email,3,685.38,228.46,2025-04-29,309,Health,True,114,Latte,SMS,35-44,Downtown,91,2238.13,1.73,4.53,0,16,10,6,62.93,22.26,8.76,19,35.27,0,4,0,10.0,Brunch,Sunday,Winter,Rainy,Mobile,True,True,True
230,Jose,Wood,jose.wood888@email.com,555-7404,2024-09-13,7,TikTok,7,319.06,45.58,2025-09-14,18,New,False,186,Gift Cards,SMS,18-24,All Locations,33,533.41,1.43,4.3,0,15,9,3,42.1,7.95,5.86,0,81.19,3,5,7,23.33,Brunch,Monday,Fall,Cloudy,Mobile,False,False,True
231,Stephanie,White,stephanie.white550@email.com,555-7855,2024-06-06,24,Email,6,799.8,133.3,2025-06-01,57,Eco,False,192,Merchandise,SMS,55-64,Business Dist,46,1310.54,0.53,4.89,7,5,4,2,30.25,6.92,12.46,14,37.48,2,7,2,20.0,Evening,Tuesday,Summer,Cloudy,Desktop,False,True,True
232,Karen,Gonzales,karen.gonzales863@email.com,555-5873,2024-09-03,20,Facebook,8,180.88,22.61,2025-01-19,112,Eco,True,34,Espresso,Push,18-24,Suburban,41,232.26,2.01,2.55,7,5,3,1,73.01,32.07,45.09,5,38.43,2,5,1,26.67,Afternoon,Wednesday,All,Rainy,Tablet,False,False,True
233,Thomas,Morgan,thomas.morgan462@email.com,555-3700,2025-01-23,7,Instagram,27,3450.33,127.79,2025-07-30,5,Foodies,True,448,Seasonal Items,Email,18-24,University,13,7886.61,3.0,2.99,4,17,11,3,18.13,7.1,15.87,18,20.05,2,2,0,90.0,Morning,Saturday,Fall,Rainy,Tablet,True,True,True
234,Lisa,Walker,lisa.walker80@email.com,555-1183,2023-11-15,9,Facebook,9,296.55,32.95,2025-02-12,182,Foodies,False,127,Espresso,Push,35-44,Business Dist,33,741.12,4.37,2.52,1,9,7,3,76.91,10.63,20.94,17,80.95,4,5,3,30.0,Morning,Friday,Summer,Sunny,Desktop,True,True,True
235,Nicole,Washington,nicole.washington172@email.com,555-3736,2025-08-24,14,Email,5,236.65,47.33,2025-05-08,13,Health,True,211,Subscription,SMS,18-24,Business Dist,41,319.74,2.71,4.12,1,10,5,3,31.98,8.68,9.74,5,75.48,2,0,7,16.67,Evening,Monday,Spring,Cloudy,Desktop,True,True,False
236,Karen,Walker,karen.walker258@email.com,555-2552,2024-02-02,11,TikTok,1,47.03,47.03,2025-10-03,339,Students,False,196,Subscription,Email,55-64,All Locations,73,140.32,1.02,4.75,3,10,7,4,72.19,8.06,15.01,12,63.91,4,3,2,5.0,Brunch,Thursday,All,Mild,Tablet,False,True,True
237,Justin,Morris,justin.morris210@email.com,555-1621,2025-02-07,24,Multi-Channel,19,3217.08,169.32,2025-06-12,285,Health,True,409,Cold Brew,SMS,35-44,University,16,7214.51,2.59,3.11,2,10,8,4,52.21,15.26,28.37,0,72.52,4,5,0,63.33,Afternoon,Tuesday,All,Sunny,Tablet,False,False,True
238,Amanda,Long,amanda.long145@email.com,555-4345,2025-06-02,3,Facebook,10,1915.9,191.59,2025-07-04,259,Local,False,300,Seasonal Items,SMS,55-64,Suburban,33,4609.84,1.41,4.82,2,9,5,3,67.87,24.77,32.35,12,30.64,3,6,3,33.33,Evening,Wednesday,All,Hot,Tablet,False,True,False
239,Brian,Rodriguez,brian.rodriguez781@email.com,555-7249,2024-07-28,3,SMS,12,1850.04,154.17,2025-01-23,90,Local,True,347,Merchandise,Push,18-24,University,28,4095.53,2.85,2.65,6,9,4,2,78.88,11.63,16.04,6,52.08,0,10,8,40.0,Afternoon,Saturday,Spring,Cloudy,Mobile,False,True,False
240,Betty,Williams,betty.williams944@email.com,555-3039,2024-09-09,19,Facebook,24,5791.2,241.3,2025-05-02,104,Families,False,648,Cold Brew,Push,45-54,Suburban,13,12287.51,1.31,4.84,7,3,2,1,30.19,6.51,7.6,14,44.59,3,12,0,80.0,Afternoon,Thursday,Summer,Any,Desktop,True,True,True
241,Chris,Patterson,chris.patterson729@email.com,555-7297,2024-08-27,23,Email,15,1593.3,106.22,2025-04-25,186,App Users,False,316,Merchandise,Social,45-54,Downtown,20,3962.81,3.0,3.38,4,7,4,1,77.28,20.03,22.6,11,26.56,3,10,1,50.0,Morning,Saturday,All,Any,Desktop,True,True,False
242,Frank,Mitchell,frank.mitchell751@email.com,555-8060,2025-04-17,6,LinkedIn,27,2314.17,85.71,2025-08-03,250,Students,False,429,Cappuccino,Email,25-34,Suburban,12,3603.28,3.86,2.75,5,6,5,1,37.26,17.43,15.54,0,54.03,4,9,8,90.0,Evening,Sunday,Spring,Hot,Tablet,True,False,True
